,期貨代號,多單成交口數_外資,多單成交口數_投信,多單成交口數_自營商,多單成交金額_外資,多單成交金額_投信,多單成交金額_自營商,多單未平倉口數_外資,多單未平倉口數_投信,多單未平倉口數_自營商,多單未平倉金額_外資,多單未平倉金額_投信,多單未平倉金額_自營商,空單成交口數_外資,空單成交口數_投信,空單成交口數_自營商,空單成交金額_外資,空單成交金額_投信,空單成交金額_自營商,空單未平倉口數_外資,空單未平倉口數_投信,空單未平倉口數_自營商,空單未平倉金額_外資,空單未平倉金額_投信,空單未平倉金額_自營商,商品名稱,合約類型,前五大交易員買方未平倉量,前五大交易員買方未平倉量百分比,前十大交易員買方未平倉量,前十大交易員買方未平倉量百分比,前五大交易員賣方未平倉量,前五大交易員賣方未平倉量百分比,前十大交易員賣方未平倉量,前十大交易員賣方未平倉量百分比,全體未平倉量,buy_top5_specific_open_interest,buy_top5_specific_open_interest_per,buy_top10_specific_open_interest,buy_top10_specific_open_interest_per,sell_top5_specific_open_interest,sell_top5_specific_open_interest_per,sell_top10_specific_open_interest,sell_top10_specific_open_interest_per,期貨代號,未沖銷契約數,多單未平倉口數,空單未平倉口數,未沖銷契約數,三大法人未平倉量,散戶多單,散戶空單,多空比
2018-12-26,TX,46620.0,4.0,13398.0,88631653.0,7625.0,25460520.0,58475.0,2792.0,10024.0,110519231.0,5278555.0,18930825.0,42585.0,1396.0,15346.0,80972674.0,2637758.0,29162675.0,19330.0,41356.0,7875.0,36543995.0,78187654.0,14806699.0,臺股期貨,all,42650.0,39.3,55406.0,51.0,52783.0,48.6,63604.0,58.6,108592.0,39233.0,36.1,49622.0,45.7,45224.0,41.6,51479.0,47.4,TX,99507,10638.0,18107.0,45693.0,28745.0,35055.0,27586.0,0.1634604862889283
2018-12-27,TX,71597.0,1733.0,12692.0,137189239.0,3333365.0,24339137.0,62485.0,2835.0,10819.0,120348215.0,5461911.0,20818473.0,64660.0,107.0,13362.0,123853723.0,206220.0,25654941.0,16403.0,39773.0,9336.0,31600326.0,76626662.0,17905320.0,臺股期貨,all,45369.0,41.8,59143.0,54.4,50579.0,46.5,62412.0,57.4,108661.0,45369.0,41.8,50735.0,46.7,40344.0,37.1,47325.0,43.6,TX,99822,13348.0,12288.0,44368.0,25636.0,31020.0,32080.0,-0.023891092679408584
2018-12-28,TX,58528.0,132.0,8405.0,112704029.0,254998.0,16196356.0,63045.0,2826.0,11115.0,121881428.0,5464919.0,21468160.0,57584.0,79.0,9360.0,110854918.0,152685.0,18042994.0,16021.0,39711.0,10572.0,30979773.0,76793132.0,20365300.0,臺股期貨,all,45145.0,41.9,60428.0,56.1,49712.0,46.2,60667.0,56.3,107695.0,45145.0,41.9,51477.0,47.8,40344.0,37.5,46400.0,43.1,TX,98665,16008.0,12277.0,44170.0,28285.0,28162.0,31893.0,-0.08446909667194928
2019-01-02,TX,75965.0,100.0,25157.0,145995212.0,190670.0,48290063.0,58863.0,2831.0,12262.0,112146917.0,5395320.0,23343697.0,87220.0,306.0,21863.0,167657838.0,583295.0,41940843.0,23094.0,39922.0,8430.0,44008901.0,76083348.0,15980866.0,臺股期貨,all,43984.0,39.8,57458.0,51.9,50635.0,45.8,62458.0,56.4,110645.0,43984.0,39.8,51474.0,46.5,47240.0,42.7,51713.0,46.7,TX,101881,9703.0,15170.0,44943.0,24873.0,35240.0,29773.0,0.12164296998420221
2019-01-03,TX,66602.0,2700.0,16812.0,126521953.0,5108434.0,31898191.0,56822.0,2818.0,13689.0,107279800.0,5322075.0,25827754.0,69120.0,36.0,15525.0,131258966.0,68112.0,29441157.0,23571.0,37245.0,8652.0,44512109.0,70340907.0,16251760.0,臺股期貨,all,42892.0,39.2,56683.0,51.9,48147.0,44.1,60496.0,55.3,109300.0,39395.0,36.0,50265.0,46.0,40940.0,37.5,49217.0,45.0,TX,100700,11061.0,16433.0,44993.0,27494.0,33932.0,28560.0,0.11939635054341786
2019-01-04,TX,89494.0,2160.0,21064.0,167864847.0,4050382.0,39475125.0,54589.0,2776.0,13883.0,102264538.0,5202224.0,25991141.0,93095.0,342.0,21431.0,174602465.0,640435.0,40150932.0,24938.0,35385.0,9190.0,46730178.0,66311490.0,17131999.0,臺股期貨,all,44458.0,40.4,57678.0,52.4,47497.0,43.1,59931.0,54.4,110102.0,40933.0,37.2,49006.0,44.5,39806.0,36.2,46869.0,42.6,TX,100935,11829.0,17202.0,47264.0,29031.0,35435.0,30062.0,0.11368060257278267
2019-01-07,TX,84787.0,3309.0,19845.0,161338489.0,6337718.0,37796278.0,60367.0,2817.0,13335.0,115419632.0,5387794.0,25476229.0,78277.0,49.0,19593.0,148983806.0,93193.0,37352563.0,22604.0,32166.0,8382.0,43228528.0,61520692.0,15945366.0,臺股期貨,all,44739.0,40.5,59331.0,53.7,44566.0,40.3,56618.0,51.2,110581.0,41155.0,37.2,52768.0,47.7,37026.0,33.5,43659.0,39.5,TX,100588,13521.0,13214.0,43872.0,26735.0,30351.0,30658.0,-0.00699762946754194
2019-01-08,TX,60673.0,2077.0,13906.0,116091973.0,3974773.0,26595177.0,57740.0,2834.0,13044.0,110334878.0,5417474.0,24906243.0,62861.0,0.0,16334.0,120279682.0,0.0,31241306.0,22165.0,30106.0,10565.0,42366721.0,57550630.0,20109022.0,臺股期貨,all,43395.0,41.0,58664.0,55.4,39851.0,37.6,52117.0,49.2,105966.0,39546.0,37.3,49597.0,46.8,33460.0,31.6,40856.0,38.6,TX,96119,15874.0,12498.0,43415.0,28372.0,27541.0,30917.0,-0.07776114246228262
2019-01-09,TX,78400.0,2146.0,25730.0,151631111.0,4172586.0,49830974.0,64785.0,2850.0,12002.0,125753526.0,5534130.0,23267327.0,70396.0,32.0,26344.0,136187487.0,62134.0,51012957.0,19979.0,28008.0,10552.0,38790838.0,54385934.0,20408450.0,臺股期貨,all,45992.0,41.1,62008.0,55.5,38214.0,34.2,49632.0,44.4,111768.0,42375.0,37.9,54829.0,49.1,31761.0,28.4,36015.0,32.2,TX,100057,23038.0,11567.0,50685.0,34605.0,27647.0,39118.0,-0.2263194238926704
2019-01-10,TX,56889.0,519.0,11547.0,110377433.0,1007044.0,22386680.0,64359.0,2864.0,11351.0,124735872.0,5552723.0,21972635.0,54451.0,11.0,12693.0,105636334.0,21337.0,24612976.0,17116.0,27514.0,10929.0,33179250.0,53344140.0,21116520.0,臺股期貨,all,45796.0,42.5,62397.0,57.9,37665.0,35.0,47422.0,44.0,107674.0,38371.0,35.6,52063.0,48.4,28008.0,26.0,33662.0,31.3,TX,96395,23700.0,11873.0,49207.0,35573.0,25507.0,37334.0,-0.24035198244152256
2019-01-11,TX,75185.0,4067.0,18590.0,146710962.0,7935419.0,36253192.0,67329.0,2805.0,11504.0,131238986.0,5468444.0,22392525.0,73066.0,2884.0,20658.0,142564636.0,5623132.0,40301397.0,17967.0,26272.0,13096.0,35030082.0,51225156.0,25466789.0,臺股期貨,all,47130.0,42.1,63477.0,56.7,37837.0,33.8,48128.0,43.0,112044.0,42812.0,38.2,52533.0,46.9,27013.0,24.1,31118.0,27.8,TX,100102,27241.0,12078.0,52450.0,39319.0,25209.0,40372.0,-0.28909437559580553
2019-01-14,TX,77665.0,16818.0,18279.0,150704276.0,32604448.0,35460713.0,63122.0,2767.0,11342.0,122218847.0,5358098.0,21935665.0,82889.0,17092.0,15995.0,160873845.0,33099636.0,31028595.0,18984.0,26508.0,10754.0,36772934.0,51323628.0,20767565.0,臺股期貨,all,45300.0,42.0,61011.0,56.6,36572.0,33.9,47026.0,43.6,107773.0,41061.0,38.1,50351.0,46.7,26971.0,25.0,32960.0,30.6,TX,96287,24472.0,13951.0,49461.0,38423.0,24989.0,35510.0,-0.2127130466428095
2019-01-15,TX,112246.0,9043.0,30756.0,219161671.0,17697598.0,60049856.0,75671.0,2759.0,12944.0,148157815.0,5402739.0,25325020.0,104217.0,8618.0,32769.0,203548225.0,16854879.0,63961137.0,22716.0,26124.0,14267.0,44485700.0,51156299.0,27888338.0,臺股期貨,all,50574.0,42.6,68345.0,57.5,39700.0,33.4,50775.0,42.7,118801.0,45316.0,38.1,60027.0,50.5,28593.0,24.1,32573.0,27.4,TX,108386,21775.0,10196.0,49701.0,31971.0,27926.0,39505.0,-0.23297317961409228
2019-01-16,TX,61870.0,556.0,19705.0,121017719.0,1087523.0,38538463.0,59617.0,2736.0,8085.0,116378264.0,5342314.0,15759186.0,64513.0,738.0,19248.0,126194556.0,1442279.0,37649825.0,11300.0,26299.0,10951.0,22063007.0,51351427.0,21334909.0,臺股期貨,all,43592.0,48.8,58922.0,66.0,36324.0,40.7,44135.0,49.4,89319.0,39609.0,44.3,54939.0,61.5,26477.0,29.6,29113.0,32.6,TX,97982,13621.0,5915.0,43002.0,19536.0,29381.0,37087.0,-0.17920096739686525
2019-01-17,TX,64983.0,3.0,14823.0,127027609.0,5868.0,28966241.0,64998.0,2735.0,8427.0,127092413.0,5349113.0,16450172.0,60913.0,4.0,16163.0,119038146.0,7820.0,31593111.0,12611.0,26299.0,12649.0,24662964.0,51435584.0,24690151.0,臺股期貨,all,47504.0,48.5,64520.0,65.8,36634.0,37.4,45477.0,46.4,98037.0,47504.0,48.5,60088.0,61.3,26246.0,26.8,29312.0,29.9,TX,89764,17469.0,5566.0,39034.0,23035.0,21565.0,33468.0,-0.3049392837013885
2019-01-18,TX,59354.0,305.0,13314.0,116376934.0,598868.0,26109420.0,67206.0,2665.0,9079.0,131975385.0,5234593.0,17798834.0,59409.0,91.0,11764.0,116468805.0,178697.0,23062395.0,14874.0,26015.0,11784.0,29210553.0,51098663.0,23099563.0,臺股期貨,all,48909.0,47.9,67412.0,66.0,36502.0,35.7,46852.0,45.8,102203.0,48909.0,47.9,62859.0,61.5,26435.0,25.9,32955.0,32.2,TX,93318,17210.0,5235.0,41212.0,22445.0,24002.0,35977.0,-0.2905707075609046
2019-01-21,TX,60779.0,234.0,14825.0,120191482.0,461702.0,29305777.0,69501.0,2034.0,9752.0,137082319.0,4012675.0,19203925.0,61024.0,644.0,14815.0,120663828.0,1270878.0,29290993.0,16205.0,25794.0,12472.0,31964376.0,50886403.0,24558678.0,臺股期貨,all,49967.0,47.1,68843.0,64.9,37873.0,35.7,47476.0,44.7,106123.0,49967.0,47.1,64293.0,60.6,27334.0,25.8,33125.0,31.2,TX,97521,15073.0,5536.0,44680.0,20609.0,29607.0,39144.0,-0.2134512085944494
2019-01-22,TX,38974.0,16.0,10825.0,76766331.0,31498.0,21317517.0,69138.0,2030.0,10114.0,136101738.0,3997070.0,19878144.0,38260.0,429.0,9789.0,75349128.0,844813.0,19277041.0,15122.0,26203.0,11823.0,29768063.0,51593707.0,23232783.0,臺股期貨,all,50336.0,47.6,68548.0,64.8,38398.0,36.3,47175.0,44.6,105727.0,50336.0,47.6,63598.0,60.2,28698.0,27.1,32127.0,30.4,TX,97039,15134.0,6197.0,44918.0,21331.0,29784.0,38721.0,-0.19896255398726567
2019-01-23,TX,52099.0,46.0,13074.0,102434461.0,90353.0,25697715.0,63637.0,2051.0,10086.0,124939010.0,4027754.0,19770241.0,57861.0,733.0,12267.0,113761815.0,1439354.0,24110003.0,15383.0,26911.0,11284.0,30201338.0,52847822.0,22112906.0,臺股期貨,all,45702.0,44.3,63423.0,61.4,39815.0,38.6,48931.0,47.4,103275.0,45702.0,44.3,56514.0,54.7,30814.0,29.8,34444.0,33.4,TX,94278,13918.0,9780.0,45451.0,23698.0,31533.0,35671.0,-0.09104310136190623
2019-01-24,TX,53299.0,29.0,12202.0,104951984.0,57142.0,24032945.0,65876.0,2032.0,11024.0,129875911.0,4007104.0,21701311.0,49858.0,35.0,11217.0,98168257.0,69018.0,22086925.0,14180.0,26898.0,11114.0,27954891.0,53042856.0,21869429.0,臺股期貨,all,46384.0,44.6,64195.0,61.8,39400.0,37.9,47965.0,46.2,103903.0,41755.0,40.2,57222.0,55.1,30142.0,29.0,33415.0,32.2,TX,95147,14823.0,7748.0,44471.0,22571.0,29648.0,36723.0,-0.1590924422657462
2019-01-25,TX,64625.0,33.0,13802.0,128521369.0,65789.0,27445262.0,74121.0,1979.0,10431.0,147733832.0,3945334.0,20751583.0,55211.0,56.0,17418.0,109788394.0,111636.0,34661342.0,13009.0,26868.0,14022.0,25926755.0,53564045.0,27905593.0,臺股期貨,all,49085.0,43.3,69033.0,60.9,40804.0,36.0,49417.0,43.6,113368.0,49085.0,43.3,64635.0,57.0,28740.0,25.4,33225.0,29.3,TX,103614,19878.0,2939.0,50211.0,22817.0,30333.0,47272.0,-0.3373563561769333
2019-01-28,TX,43603.0,4.0,9729.0,87222462.0,7999.0,19446276.0,72820.0,1954.0,11063.0,145404451.0,3902529.0,22054145.0,45729.0,63.0,9123.0,91456941.0,125981.0,18237825.0,13834.0,26902.0,13977.0,27619021.0,53728674.0,27869547.0,臺股期貨,all,48182.0,43.2,69225.0,62.1,40857.0,36.6,49441.0,44.3,111521.0,48182.0,43.2,64210.0,57.6,28606.0,25.7,33051.0,29.6,TX,102204,18060.0,4019.0,48668.0,22079.0,30608.0,44649.0,-0.2885057943617983
2019-01-29,TX,54350.0,3.0,15984.0,107786496.0,5954.0,31681920.0,67302.0,1914.0,11537.0,133522883.0,3798142.0,22851594.0,61129.0,1030.0,13962.0,121213825.0,2043383.0,27681729.0,15095.0,27889.0,12351.0,29939364.0,55342921.0,24466246.0,臺股期貨,all,48490.0,45.8,67918.0,64.2,41593.0,39.3,49907.0,47.2,105795.0,42617.0,40.3,59727.0,56.5,30551.0,28.9,35014.0,33.1,TX,97662,14223.0,6341.0,43302.0,20564.0,29079.0,36961.0,-0.18202392499191722
2019-01-30,TX,40727.0,117.0,11699.0,80840197.0,232731.0,23222573.0,65349.0,1923.0,10972.0,129673886.0,3816770.0,21733093.0,42514.0,162.0,11887.0,84388594.0,321402.0,23592518.0,14929.0,27943.0,11928.0,29615404.0,55461244.0,23631781.0,臺股期貨,all,48527.0,47.9,64652.0,63.9,41276.0,40.8,49970.0,49.4,101250.0,48527.0,47.9,57704.0,57.0,30928.0,30.5,34089.0,33.7,TX,93685,12390.0,8640.0,41085.0,21030.0,28695.0,32445.0,-0.09127418765972983
2019-02-11,TX,51926.0,94.0,16109.0,103865179.0,188226.0,32234158.0,67707.0,1930.0,10891.0,135353833.0,3859228.0,21729674.0,49444.0,223.0,15984.0,98886896.0,445895.0,31987094.0,14801.0,28079.0,11532.0,29579989.0,56146746.0,23016262.0,臺股期貨,all,49270.0,47.6,66298.0,64.0,41018.0,39.6,50367.0,48.7,103526.0,49270.0,47.6,59715.0,57.7,33595.0,32.5,34885.0,33.7,TX,95505,15823.0,7830.0,43906.0,23653.0,28083.0,36076.0,-0.18204801166127638
2019-02-12,TX,38138.0,348.0,12417.0,76701519.0,701743.0,24972478.0,71223.0,1907.0,12733.0,143605154.0,3846038.0,25631066.0,33061.0,100.0,11543.0,66497385.0,201564.0,23217277.0,13231.0,27808.0,12275.0,26667819.0,56083152.0,24715093.0,臺股期貨,all,49909.0,44.7,66273.0,59.4,38811.0,34.8,48064.0,43.1,111640.0,49909.0,44.7,59251.0,53.1,28023.0,25.1,31407.0,28.1,TX,102030,20227.0,7023.0,51715.0,27250.0,31488.0,44692.0,-0.25532244029778595
2019-02-13,TX,42222.0,36.0,15411.0,85181086.0,72586.0,31088356.0,69015.0,1931.0,13678.0,139168357.0,3894827.0,27541849.0,47446.0,168.0,13120.0,95717924.0,338297.0,26467333.0,16234.0,27964.0,10929.0,32719486.0,56403287.0,22006106.0,臺股期貨,all,50793.0,45.7,67370.0,60.7,39660.0,35.7,49194.0,44.3,111074.0,45723.0,41.2,59177.0,53.3,28401.0,25.6,35884.0,32.3,TX,101817,17963.0,7957.0,49872.0,25920.0,31909.0,41915.0,-0.20063362207250562
2019-02-14,TX,48251.0,433.0,12671.0,97318137.0,872697.0,25547583.0,69348.0,1916.0,12329.0,139754410.0,3861580.0,24806436.0,44614.0,460.0,14192.0,89988042.0,927879.0,28613782.0,12899.0,27976.0,10843.0,25976900.0,56393920.0,21820882.0,臺股期貨,all,49478.0,44.9,66010.0,59.9,38278.0,34.8,47034.0,42.7,110113.0,44382.0,40.3,60914.0,55.3,25120.0,22.8,32173.0,29.2,TX,100604,17730.0,9370.0,52143.0,27100.0,34413.0,42773.0,-0.16032832786759488
2019-02-15,TX,69420.0,8000.0,17160.0,139694244.0,16080000.0,34519351.0,69957.0,1885.0,12073.0,140455716.0,3785401.0,24199890.0,68803.0,8310.0,17563.0,138449360.0,16694422.0,35330827.0,12891.0,28255.0,11047.0,25864789.0,56739013.0,22149426.0,臺股期貨,all,49037.0,45.0,66537.0,61.1,37727.0,34.6,46722.0,42.9,108916.0,43840.0,40.3,58720.0,53.9,25320.0,23.2,32302.0,29.7,TX,99541,19911.0,9738.0,51360.0,29649.0,31449.0,41622.0,-0.19807242990654206
2019-02-18,TX,72146.0,12412.0,19052.0,146134973.0,25177387.0,38571250.0,73597.0,1854.0,13883.0,149166038.0,3758261.0,28100023.0,71321.0,11397.0,19599.0,144488248.0,23108673.0,39689672.0,14809.0,27209.0,13117.0,29997361.0,55153791.0,26557558.0,臺股期貨,all,50243.0,42.9,68971.0,58.9,37940.0,32.4,46804.0,40.0,117019.0,50243.0,42.9,60907.0,52.0,24300.0,20.8,29613.0,25.3,TX,106936,21580.0,10369.0,59069.0,31949.0,37489.0,48700.0,-0.1897949855254025
2019-02-19,TX,69634.0,8164.0,16602.0,141263042.0,16570264.0,33656751.0,83258.0,1854.0,17344.0,168895053.0,3761733.0,35140261.0,68604.0,8161.0,14744.0,139158872.0,16566172.0,29895067.0,23437.0,27206.0,15851.0,47522463.0,55200689.0,32128786.0,臺股期貨,all,53261.0,41.6,76206.0,59.5,39545.0,30.9,50226.0,39.2,128059.0,53261.0,41.6,66529.0,52.0,27365.0,21.4,33684.0,26.3,TX,117756,24394.0,5851.0,55574.0,30245.0,31180.0,49723.0,-0.3336632238096952
2019-02-20,TX,62551.0,1139.0,27164.0,127834496.0,2334025.0,55521300.0,75669.0,1782.0,9345.0,155047044.0,3652031.0,19105328.0,56292.0,692.0,31199.0,115050010.0,1417863.0,63778136.0,10322.0,26707.0,15219.0,21126464.0,54733326.0,31154925.0,臺股期貨,all,50496.0,48.2,69744.0,66.5,37102.0,35.4,45992.0,43.9,104835.0,50496.0,48.2,64401.0,61.4,24000.0,22.9,29058.0,27.7,TX,118112,22785.0,1548.0,57347.0,24333.0,34562.0,55799.0,-0.37032451566777685
2019-02-21,TX,44009.0,31.0,12115.0,90388861.0,63811.0,24885322.0,74926.0,1785.0,11111.0,154662965.0,3685311.0,22892450.0,43574.0,12.0,10989.0,89500354.0,24778.0,22570816.0,9132.0,26691.0,15859.0,18826513.0,55106239.0,32706946.0,臺股期貨,all,49761.0,45.4,69622.0,63.5,37807.0,34.5,47558.0,43.4,109652.0,44303.0,40.4,64164.0,58.5,24000.0,21.9,29670.0,27.1,TX,100291,22961.0,2892.0,48005.0,25853.0,25044.0,45113.0,-0.4180606186855536
2019-02-22,TX,43289.0,49.0,10734.0,88961875.0,100719.0,22057562.0,69782.0,1775.0,11682.0,143833797.0,3659340.0,24037467.0,49009.0,14.0,9136.0,100708340.0,28743.0,18774329.0,9707.0,26646.0,14818.0,19984573.0,54933394.0,30513192.0,臺股期貨,all,47782.0,45.3,65245.0,61.8,36787.0,34.9,46263.0,43.9,105496.0,41531.0,39.4,58994.0,55.9,26332.0,25.0,29445.0,27.9,TX,96211,21995.0,5112.0,47799.0,27107.0,25804.0,42687.0,-0.35320822611351704
2019-02-25,TX,50244.0,226.0,13811.0,103999599.0,468624.0,28580017.0,69285.0,1776.0,12459.0,143613607.0,3682003.0,25783558.0,50935.0,7.0,14150.0,105424079.0,14514.0,29290105.0,9897.0,26428.0,15944.0,20491157.0,54790530.0,33020811.0,臺股期貨,all,48502.0,45.1,66298.0,61.6,38009.0,35.3,47766.0,44.4,107556.0,41928.0,39.0,59724.0,55.5,23800.0,22.1,29411.0,27.3,TX,98128,21055.0,4841.0,48464.0,25896.0,27409.0,43623.0,-0.33455760977220206
2019-02-26,TX,45276.0,1.0,13176.0,93933817.0,2071.0,27327660.0,69974.0,1761.0,12205.0,144846791.0,3645974.0,25224515.0,44280.0,415.0,12754.0,91859673.0,859572.0,26450881.0,9590.0,26827.0,15275.0,19828188.0,55542621.0,31591779.0,臺股期貨,all,49988.0,46.2,66574.0,61.5,37678.0,34.8,47656.0,44.0,108198.0,43058.0,39.8,59644.0,55.1,26737.0,24.7,30226.0,27.9,TX,98305,22980.0,6403.0,50282.0,29383.0,27302.0,43879.0,-0.32968060140805855
2019-02-27,TX,35318.0,0.0,11218.0,73155277.0,0.0,23233322.0,71404.0,1754.0,10379.0,147935543.0,3634639.0,21462125.0,35741.0,310.0,12324.0,74024850.0,642594.0,25520295.0,11443.0,27130.0,14563.0,23685176.0,56218786.0,30143777.0,臺股期貨,all,47956.0,44.5,64842.0,60.2,36818.0,34.2,47857.0,44.5,107664.0,42703.0,39.7,59589.0,55.3,24500.0,22.8,31591.0,29.3,TX,97969,22708.0,7029.0,49978.0,29737.0,27270.0,42949.0,-0.31371803593581177
2019-03-04,TX,55291.0,0.0,16442.0,114110388.0,0.0,33932489.0,69061.0,1745.0,10844.0,142404472.0,3598888.0,22322467.0,63672.0,326.0,13155.0,131432020.0,672389.0,27137352.0,17474.0,27447.0,11744.0,36011672.0,56606693.0,24185076.0,臺股期貨,all,48219.0,44.5,63434.0,58.6,39127.0,36.1,49096.0,45.3,108328.0,42617.0,39.3,55490.0,51.2,33094.0,30.5,38829.0,35.8,TX,98495,19901.0,10488.0,49032.0,30389.0,29131.0,38544.0,-0.1919766682982542
2019-03-05,TX,53682.0,15.0,11197.0,110301100.0,30832.0,23004894.0,67529.0,1746.0,11753.0,138744326.0,3588030.0,24110133.0,50600.0,630.0,11938.0,103961115.0,1294640.0,24529041.0,14317.0,28063.0,13500.0,29394764.0,57669465.0,27707461.0,臺股期貨,all,49464.0,46.3,65381.0,61.2,38912.0,36.4,48517.0,45.4,106858.0,42980.0,40.2,56493.0,52.9,31629.0,29.6,35018.0,32.8,TX,96933,20637.0,4747.0,43578.0,25384.0,22941.0,38831.0,-0.36463353068061866
2019-03-06,TX,49244.0,36.0,12331.0,101528532.0,74289.0,25423915.0,70388.0,1771.0,11088.0,145279454.0,3656052.0,22846818.0,44239.0,0.0,14171.0,91205385.0,0.0,29218771.0,12171.0,28052.0,14672.0,25098814.0,57910549.0,30254473.0,臺股期貨,all,47780.0,43.2,65178.0,58.9,37660.0,34.0,48102.0,43.5,110658.0,47780.0,43.2,60176.0,54.4,25400.0,23.0,31594.0,28.6,TX,99707,24812.0,4208.0,48508.0,29020.0,23696.0,44300.0,-0.4247546796404717
2019-03-07,TX,42830.0,0.0,11757.0,88266207.0,0.0,24219619.0,70349.0,1735.0,11788.0,144341993.0,3560567.0,24151525.0,42231.0,553.0,12491.0,87038960.0,1135214.0,25715562.0,11556.0,28569.0,16106.0,23688759.0,58629302.0,33019595.0,臺股期貨,all,48825.0,44.2,66278.0,60.0,38552.0,34.9,47944.0,43.4,110381.0,42514.0,38.5,59967.0,54.3,25900.0,23.5,31439.0,28.5,TX,100053,22208.0,5025.0,45918.0,27233.0,23710.0,40893.0,-0.37421054923994945
2019-03-08,TX,62329.0,0.0,16738.0,127278519.0,0.0,34165742.0,70137.0,1723.0,12729.0,143066173.0,3515265.0,25933183.0,64922.0,815.0,16196.0,132566149.0,1662397.0,33059634.0,13937.0,29372.0,16561.0,28407867.0,59924754.0,33754986.0,臺股期貨,all,48720.0,44.3,66507.0,60.4,41690.0,37.9,52321.0,47.5,110093.0,41967.0,38.1,59754.0,54.3,29743.0,27.0,34154.0,31.0,TX,100325,19364.0,7533.0,43106.0,26897.0,23742.0,35573.0,-0.27446295179325386
2019-03-11,TX,44341.0,90.0,10466.0,90440334.0,183906.0,21346163.0,69849.0,1727.0,13174.0,142839454.0,3532406.0,26907293.0,45433.0,1.0,9356.0,92659419.0,2045.0,19083169.0,14741.0,29287.0,15974.0,30124235.0,59903630.0,32638378.0,臺股期貨,all,48406.0,43.3,66233.0,59.2,42360.0,37.9,53623.0,48.0,111800.0,41836.0,37.4,59663.0,53.4,30098.0,26.9,34826.0,31.2,TX,101601,18971.0,8694.0,44362.0,27665.0,25391.0,35668.0,-0.23166223344303682
2019-03-12,TX,50941.0,806.0,18327.0,105269009.0,1668187.0,37869695.0,69846.0,1757.0,14366.0,144521614.0,3636287.0,29690577.0,49502.0,13.0,18443.0,102308259.0,26937.0,38115961.0,13275.0,28524.0,17283.0,27446928.0,59033270.0,35734964.0,臺股期貨,all,47980.0,41.9,64832.0,56.6,42727.0,37.3,52646.0,45.9,114635.0,41400.0,36.1,58252.0,50.8,28926.0,25.2,32576.0,28.4,TX,103421,23632.0,7591.0,48834.0,31223.0,25202.0,41243.0,-0.3284801572674776
2019-03-13,TX,46867.0,13.0,14052.0,96867583.0,26889.0,29041983.0,69288.0,1743.0,14157.0,143573285.0,3612542.0,29300688.0,46057.0,19.0,12796.0,95190405.0,39238.0,26442087.0,11912.0,28516.0,15841.0,24661695.0,59102262.0,32798738.0,臺股期貨,all,48449.0,43.1,64516.0,57.4,40280.0,35.8,49833.0,44.3,112440.0,41709.0,37.1,57776.0,51.4,25800.0,22.9,31666.0,28.2,TX,101223,26580.0,7183.0,49146.0,33763.0,22566.0,41963.0,-0.39468115411223703
2019-03-14,TX,43406.0,368.0,12627.0,89938265.0,761439.0,26158223.0,66823.0,1743.0,13861.0,138119313.0,3603111.0,28617404.0,49415.0,367.0,11274.0,102394677.0,759723.0,23349872.0,15457.0,28515.0,14025.0,31929245.0,58951911.0,28963038.0,臺股期貨,all,48558.0,43.5,64449.0,57.8,39761.0,35.7,49239.0,44.1,111527.0,41832.0,37.5,57723.0,51.8,31411.0,28.2,33322.0,29.9,TX,100599,22998.0,8389.0,47657.0,31387.0,24659.0,39268.0,-0.3065446838869421
2019-03-15,TX,64780.0,7930.0,16172.0,134640917.0,16512501.0,33610972.0,74253.0,1750.0,15751.0,154596284.0,3644079.0,32762525.0,60302.0,7600.0,18167.0,125362548.0,15817918.0,37762884.0,18400.0,28192.0,17883.0,38292628.0,58705159.0,37209662.0,臺股期貨,all,49954.0,40.3,66860.0,54.0,43567.0,35.2,55265.0,44.6,123845.0,43246.0,34.9,57039.0,46.1,30302.0,24.5,36863.0,29.8,TX,111658,28170.0,9177.0,53259.0,37347.0,25089.0,44082.0,-0.3566157832479018
2019-03-18,TX,74991.0,13424.0,19437.0,156746847.0,28106055.0,40623795.0,79842.0,1744.0,16341.0,167259531.0,3653883.0,34205943.0,74770.0,13006.0,16485.0,156311227.0,27218912.0,34451248.0,23768.0,27768.0,15013.0,49779434.0,58174697.0,31427464.0,臺股期貨,all,51364.0,39.9,71253.0,55.3,41177.0,32.0,53443.0,41.5,128792.0,44500.0,34.6,64389.0,50.0,32833.0,25.5,42363.0,32.9,TX,116378,29542.0,10119.0,56557.0,39661.0,27015.0,46438.0,-0.34342344890994925
2019-03-19,TX,85190.0,7859.0,22073.0,178655515.0,16496688.0,46283391.0,90983.0,1714.0,14040.0,190963439.0,3597420.0,29438829.0,83881.0,8376.0,22293.0,175916698.0,17572385.0,46749323.0,33600.0,28255.0,13373.0,70513537.0,59302455.0,28040100.0,臺股期貨,all,51257.0,37.5,77210.0,56.5,43605.0,31.9,59536.0,43.5,136764.0,51257.0,37.5,71900.0,52.6,43605.0,31.9,49846.0,36.4,TX,124176,31562.0,9348.0,55461.0,40910.0,23899.0,46113.0,-0.40053370837164853
