,date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr
18838,2011-12-13,TX,201112,6855.0,6930.0,6837.0,6897.0,-44.0,-0.63,94876,6894.0,6947.8,7012.5,7025.3,7264.58,7460.53,8087.41,41.45817738648897,7369.993545051232,7025.3,6680.606454948768,-103.87480466327543,-103.30247026897332,-0.5723343943021035,153.86270431174765
18845,2011-12-14,TX,201112,6883.0,6925.0,6857.0,6919.0,25.0,0.36,77078,6921.0,6920.8,7014.1,7003.75,7261.08,7443.64,8078.55,42.489212746654545,7317.007003114038,7003.75,6690.492996885962,-102.35733755881574,-103.11344372694181,0.7561061681260668,147.7296540037657
18852,2011-12-15,TX,201112,6845.0,6858.0,6751.0,6751.0,-170.0,-2.46,100907,6753.0,6878.8,6968.2,6971.1,7256.3,7423.77,8069.295,37.113776094520176,7244.234325927656,6971.1,6697.965674072345,-113.4036828466742,-105.17149155088829,-8.23219129578591,149.17753586063958
18860,2011-12-16,TX,201112,6772.0,6803.0,6746.0,6775.0,22.0,0.33,77149,6772.0,6857.0,6930.2,6947.25,7249.36,7403.9,8059.43,38.31439597089006,7200.700488261526,6947.25,6693.799511738474,-118.85134729902256,-107.90746270051514,-10.943884598507424,142.5934261563082
18869,2011-12-19,TX,201112,6670.0,6741.0,6613.0,6637.0,-135.0,-1.99,122210,6634.0,6795.8,6880.6,6926.6,7238.28,7382.99,8048.825,34.26364036028397,7208.860447105114,6926.6,6644.339552894887,-132.77357617423513,-112.88068539525914,-19.892890778975996,143.9796100022862
18878,2011-12-20,TX,201112,6674.0,6704.0,6665.0,6671.0,37.0,0.56,76742,6669.0,6750.6,6849.2,6909.0,7223.56,7363.57,8038.565,36.057338195796405,7208.398730792223,6909.0,6609.601269207777,-139.45596545055105,-118.19574140631752,-21.260224044233524,138.4810664306943
18889,2011-12-21,TX,201201,6887.0,6972.0,6825.0,6960.0,302.0,4.54,59725,6960.0,6758.8,6839.8,6916.1,7215.0,7346.36,8029.665,48.836620553936946,7213.256457106318,6916.1,6618.943542893683,-120.04808279865483,-118.56620968478498,-1.4818731138698524,150.0895616856447
18897,2011-12-22,TX,201201,6950.0,6979.0,6936.0,6954.0,-6.0,-0.09,58656,6955.0,6799.4,6839.1,6922.2,7206.28,7330.16,8020.65,48.61936886431206,7217.201423725384,6922.2,6627.198576274615,-103.9530398913439,-115.64357572609677,11.690535834752865,142.44030727952722
18903,2011-12-23,TX,201201,7048.0,7124.0,7031.0,7107.0,152.0,2.19,71134,7107.0,6865.8,6861.4,6939.7,7200.88,7316.84,8013.075,54.212894270327894,7234.95046994036,6939.7,6644.44953005964,-77.9531853070821,-108.10549764229384,30.152312335211747,144.408856759561
18909,2011-12-26,TX,201201,7108.0,7116.0,7074.0,7103.0,-4.0,-0.06,44558,7103.0,6959.0,6877.4,6948.85,7193.88,7304.93,8005.78,54.047236079627794,7252.319454805552,6948.85,6645.380545194449,-57.01366179739489,-97.88713047331404,40.873468675919156,137.09393841959235
18917,2011-12-27,TX,201201,7095.0,7112.0,7035.0,7088.0,-15.0,-0.21,74041,7084.0,7042.4,6896.5,6954.5,7188.9,7298.15,7998.72,53.388406289943866,7263.857075238327,6954.5,6645.142924761673,-41.15490506704282,-86.5406853920598,45.38578032501698,132.80151424676433
18924,2011-12-28,TX,201201,7062.0,7088.0,7037.0,7052.0,-32.0,-0.45,56327,7053.0,7060.8,6909.8,6961.95,7183.2,7293.12,7992.695,51.757718614721114,7273.158274311647,6961.95,6650.741725688353,-31.13274631742661,-75.45909757713316,44.326351259706556,126.95854894342402
18932,2011-12-29,TX,201201,7012.0,7077.0,7000.0,7073.0,20.0,0.28,67828,7074.0,7084.6,6942.0,6955.1,7180.4,7288.52,7986.625,52.66595506618913,7249.7583784655935,6955.1,6660.441621534407,-21.250624831916866,-64.61740302808991,43.366778196173044,123.39008116175089
18939,2011-12-30,TX,201201,7098.0,7148.0,7036.0,7040.0,-34.0,-0.48,88497,7039.0,7071.2,6968.5,6949.35,7176.04,7282.3,7980.55,51.03980933852157,7232.441698924513,6949.35,6666.258301075488,-15.898528228375653,-54.873628068147056,38.9750998397714,122.57650393591153
18947,2012-01-02,TX,201201,7022.0,7051.0,6928.0,6949.0,-90.0,-1.28,88560,6945.0,7040.4,6999.7,6940.15,7165.14,7274.8,7973.7,46.75284674631834,7210.44041788422,6940.15,6669.85958211578,-18.783369599066646,-47.65557637433098,28.87220677526433,122.606753654775
18957,2012-01-03,TX,201201,7020.0,7087.0,7002.0,7049.0,104.0,1.5,86632,7047.0,7032.6,7037.5,6943.35,7156.72,7269.4,7966.995,51.5670544543122,7217.180805425491,6943.35,6669.51919457451,-12.852309480958866,-40.694922995656555,27.84261351469769,123.70627125086251
18964,2012-01-04,TX,201201,7084.0,7109.0,7043.0,7073.0,26.0,0.37,87283,7072.0,7036.8,7048.8,6944.3,7147.24,7261.96,7960.285,52.67299897237251,7219.786551395896,6944.3,6668.813448604104,-6.144472528242659,-33.784832902173775,27.640360373931117,119.58439473294376
18971,2012-01-05,TX,201201,7088.0,7124.0,7061.0,7119.0,47.0,0.66,81932,7119.0,7046.0,7065.3,6952.2,7137.82,7255.42,7953.64,54.80325072394997,7238.017144342371,6952.2,6666.382855657629,2.8504934321854307,-26.457767635301934,29.308261067487365,115.54265225201921
18978,2012-01-06,TX,201201,7100.0,7117.0,7060.0,7085.0,-34.0,-0.48,90256,7084.0,7055.0,7063.1,6962.25,7126.96,7249.84,7946.43,52.90765286357415,7251.877950999198,6962.25,6672.622049000802,7.153096467481191,-19.73559481474531,26.8886912822265,111.50389137687499
18986,2012-01-09,TX,201201,7047.0,7082.0,7026.0,7055.0,-29.0,-0.41,76575,7057.0,7076.2,7058.3,6967.85,7116.84,7245.39,7938.81,51.22404561660756,7260.091869005799,6967.85,6675.608130994202,8.049402589522288,-14.178595333891788,22.227997923414076,107.75361342138392
18994,2012-01-10,TX,201201,7120.0,7180.0,7111.0,7172.0,115.0,1.63,80808,7167.0,7100.8,7066.7,6981.6,7107.54,7245.16,7932.07,56.97444562769094,7284.882970178021,6981.6,6678.317029821979,17.99323898041439,-7.744228471030552,25.737467451444942,108.98549817699936
19004,2012-01-11,TX,201201,7185.0,7196.0,7167.0,7179.0,12.0,0.17,58991,7179.0,7122.0,7079.4,6994.6,7098.94,7244.43,7925.09,57.29880701597201,7308.150889011651,6994.6,6681.04911098835,26.13734738945641,-0.9679132989331594,27.105260688389567,103.27224830721369
19012,2012-01-12,TX,201201,7185.0,7194.0,7161.0,7185.0,6.0,0.08,53064,7185.0,7135.2,7090.6,7016.3,7093.74,7241.19,7918.065,57.59390676041498,7319.306336567362,7016.3,6713.293663432638,32.69883007586304,5.765435376026082,26.93339469983696,98.25280199955557
19019,2012-01-13,TX,201201,7235.0,7263.0,7147.0,7165.0,-20.0,-0.28,95431,7161.0,7151.2,7103.1,7035.8,7084.44,7238.61,7910.68,56.19970292408508,7324.017001580392,7035.8,6747.582998419608,35.87151502873621,11.786651306568109,24.0848637221681,99.52045899958732
19030,2012-01-16,TX,201201,7236.0,7280.0,7071.0,7093.0,-68.0,-0.95,136731,7090.0,7158.8,7117.5,7058.6,7073.6,7235.88,7902.715,51.377861310950735,7281.839243861738,7058.6,6835.360756138262,32.204854920260914,15.870292029306668,16.334562890954246,107.34042621390252
19040,2012-01-17,TX,201201,7152.0,7228.0,7118.0,7227.0,137.0,1.93,108548,7225.0,7169.8,7135.3,7086.4,7066.34,7233.68,7894.66,58.512236292151066,7235.963899387567,7086.4,6936.836100612432,39.6545673148139,20.627147086408115,19.027420228405788,109.31611005576663
19050,2012-01-18,TX,201202,7212.0,7230.0,7176.0,7200.0,-9.0,-0.12,43131,7202.0,7174.0,7148.0,7098.4,7058.06,7230.43,7886.175,56.70672548133149,7243.92992819351,7098.4,6952.870071806489,42.88548651493602,25.078814972113697,17.806671542822322,105.36495933749758
19059,2012-01-30,TX,201202,7352.0,7448.0,7351.0,7390.0,188.0,2.61,88011,7392.0,7215.0,7175.1,7120.2,7059.5,7228.3,7878.795,64.9118991722479,7299.4033481830165,7120.2,6940.996651816983,60.08480513024642,32.08001300374024,28.00479212650618,115.55317652767633
19070,2012-01-31,TX,201202,7444.0,7503.0,7422.0,7467.0,75.0,1.01,107138,7468.0,7275.4,7213.3,7138.2,7061.72,7225.9,7871.835,67.59251444309179,7372.373098369607,7138.2,6904.026901630393,79.0177777760855,41.46756595820929,37.5502118178762,115.37080677569945
19083,2012-02-01,TX,201202,7492.0,7548.0,7476.0,7522.0,54.0,0.72,98775,7522.0,7361.2,7260.0,7159.15,7061.34,7224.12,7865.92,69.3912873477118,7446.019499947301,7159.15,6872.280500052699,97.33828024474951,52.64170881551733,44.69657142923218,112.91574914886378
19093,2012-02-02,TX,201202,7620.0,7650.0,7566.0,7642.0,120.0,1.6,96092,7641.0,7444.2,7307.0,7186.85,7064.16,7223.44,7860.1,72.9226361883545,7540.178897770863,7186.85,6833.521102229138,120.15533169176888,66.14443339076765,54.010898301001234,113.99319563823066
19102,2012-02-03,TX,201202,7620.0,7650.0,7602.0,7642.0,1.0,0.01,79813,7640.0,7532.6,7353.3,7216.35,7070.0,7225.06,7854.315,72.9226361883545,7615.293241577017,7216.35,6817.406758422983,136.6626474215791,80.24807619692993,56.414571224649166,109.27939594978561
19108,2012-02-04,TX,201202,7720.0,7758.0,7693.0,7735.0,95.0,1.24,75806,7733.0,7601.6,7408.3,7249.45,7076.62,7229.01,7849.47,75.46667131364056,7701.6258396907215,7249.45,6797.274160309278,155.45712387745243,95.28988573303442,60.16723814441801,109.75943909622949
19118,2012-02-06,TX,201202,7706.0,7724.0,7668.0,7685.0,-48.0,-0.62,87973,7683.0,7645.2,7460.3,7281.7,7085.28,7230.5,7844.345,71.57318369436129,7760.729894682979,7281.7,6802.670105317021,164.42194589983228,109.116297766394,55.30564813343828,106.70519344649881
19128,2012-02-07,TX,201202,7706.0,7750.0,7675.0,7722.0,39.0,0.51,107371,7720.0,7685.2,7523.2,7320.35,7098.72,7232.22,7839.82,72.69579532513946,7810.379907250571,7320.35,6830.32009274943,172.5234794398748,121.79773410109016,50.725745338784634,104.44053677174891
19138,2012-02-08,TX,201202,7766.0,7895.0,7760.0,7890.0,170.0,2.2,113980,7888.0,7734.8,7589.5,7362.4,7116.06,7235.1,7835.225,77.11500303430707,7894.594099929717,7362.4,6830.205900070282,190.30646464144866,135.49948020916185,54.80698443228681,109.33764128805255
19149,2012-02-09,TX,201202,7860.0,7933.0,7829.0,7923.0,35.0,0.44,109956,7920.0,7791.0,7661.8,7404.9,7138.16,7240.63,7829.875,77.87259390332561,7972.4469672194555,7404.9,6837.353032780544,204.7027468974793,149.34013354682534,55.36261335065396,108.9563811960488
19157,2012-02-10,TX,201202,7876.0,7928.0,7850.0,7866.0,-54.0,-0.68,102524,7865.0,7817.2,7709.4,7442.25,7158.84,7247.36,7824.245,73.35547027088288,8027.65955748945,7442.25,6856.84044251055,209.1020820337144,161.29252324420315,47.80955878951124,106.74521111061674
19168,2012-02-13,TX,201202,7875.0,7937.0,7841.0,7907.0,42.0,0.53,105798,7905.0,7861.6,7753.4,7483.35,7181.84,7252.36,7818.905,74.50122166443167,8078.00999529142,7483.35,6888.690004708581,213.4365801372187,171.72133462280627,41.71524551441243,105.97769603128697
19179,2012-02-14,TX,201202,7905.0,7914.0,7807.0,7874.0,-31.0,-0.39,118000,7874.0,7892.0,7788.6,7524.3,7200.92,7254.93,7813.425,71.8241048410862,8108.027367869612,7524.3,6940.572632130388,211.76775010278834,179.73061771880268,32.037132383985664,106.0507177433379
19191,2012-02-15,TX,201203,7916.0,8019.0,7887.0,8016.0,142.0,1.8,68782,8012.0,7917.2,7826.0,7566.5,7221.74,7260.31,7808.205,75.84616936526015,8164.116097507422,7566.5,6968.883902492578,219.37458981823056,187.65941213868825,31.715177679542307,108.83280933309948
19198,2012-02-16,TX,201203,7968.0,7994.0,7867.0,7906.0,-106.0,-1.32,111267,7905.0,7913.8,7852.4,7602.85,7241.8,7264.53,7802.685,67.775109594166,8190.115280771808,7602.85,7015.584719228193,214.05944042356896,192.93941779566438,21.120022627904575,111.70189438073523
19208,2012-02-17,TX,201203,7982.0,8021.0,7880.0,7932.0,27.0,0.34,141830,7929.0,7927.0,7872.1,7640.2,7256.24,7268.54,7797.21,68.62496773581543,8211.206689978335,7640.2,7069.193310021664,209.52979983887872,196.25749420430725,13.272305634571467,113.79461621068272
19218,2012-02-20,TX,201203,7989.0,8004.0,7927.0,7956.0,27.0,0.34,91101,7957.0,7936.8,7899.2,7679.75,7272.26,7275.34,7792.36,69.4265030887943,8222.497409021913,7679.75,7137.002590978087,205.50766206068693,198.10752777558318,7.400134285103746,111.1664293384911
19226,2012-02-21,TX,201203,7954.0,7975.0,7854.0,7947.0,-10.0,-0.13,138398,7947.0,7951.4,7921.7,7722.45,7288.54,7284.27,7787.41,68.71754253440602,8204.851274873947,7722.45,7240.048725126053,199.2964981369105,198.34532184784865,0.9511762890618343,111.86882724288459
19233,2012-02-22,TX,201203,7918.0,8036.0,7889.0,8004.0,57.0,0.72,129636,8005.0,7949.0,7933.1,7761.3,7308.92,7295.5,7782.18,70.75446010324649,8201.110913916407,7761.3,7321.489086083593,196.70602499848883,198.0174624779767,-1.3114374794878643,114.37819672553569
19241,2012-02-23,TX,201203,7960.0,7991.0,7941.0,7963.0,-42.0,-0.52,83248,7963.0,7960.4,7937.1,7799.45,7327.1,7303.78,7776.905,67.35703987067913,8163.780879833167,7799.45,7435.1191201668325,189.16413265358824,196.246796513099,-7.082663859510774,110.70832553085457
19247,2012-02-24,TX,201203,7945.0,7975.0,7883.0,7941.0,-22.0,-0.28,115253,7943.0,7962.2,7944.6,7827.0,7346.7,7312.19,7771.295,65.5385300476828,8143.5097154907035,7827.0,7510.4902845092965,179.34454027335414,192.86634526515004,-13.521804991795904,109.37201656436496
19254,2012-02-29,TX,201203,8006.0,8126.0,8002.0,8114.0,171.0,2.15,100542,8111.0,7993.8,7965.3,7859.35,7371.3,7321.51,7766.635,71.95139423253735,8153.537202304901,7859.35,7565.1627976950995,183.4078848156405,190.97465317524814,-7.566768359607636,114.77401538119602
19259,2012-03-01,TX,201203,8143.0,8177.0,8114.0,8138.0,27.0,0.33,91701,8139.0,8032.0,7991.7,7890.15,7395.2,7331.07,7762.225,72.71009426297496,8164.958496957495,7890.15,7615.341503042504,186.4158284334926,190.06288822689703,-3.6470597934044235,111.0758714253963
19269,2012-03-02,TX,201203,8180.0,8187.0,8112.0,8152.0,13.0,0.16,85994,8152.0,8061.6,8005.3,7915.65,7420.3,7342.44,7757.835,73.16607294128673,8188.25981273616,7915.65,7643.0401872638395,187.76489162772396,189.60328890706242,-1.8383972793384658,108.49902346643943
19279,2012-03-03,TX,201203,8130.0,8130.0,8086.0,8120.0,-32.0,-0.39,50421,8120.0,8093.0,8026.7,7939.55,7444.32,7352.7,7753.265,70.2756972946548,8195.296339172231,7939.55,7683.80366082777,184.12937257331578,188.5085056403131,-4.379133066997326,105.46337893312231
19287,2012-03-05,TX,201203,8101.0,8107.0,8003.0,8040.0,-80.0,-0.99,106909,8038.0,8112.8,8037.5,7954.8,7470.1,7363.2,7748.855,63.51986581655646,8195.893011097323,7954.8,7713.706988902677,172.80092462387074,185.36698943702464,-12.5660648131539,106.28742329504215
19297,2012-03-06,TX,201203,8020.0,8034.0,7871.0,7946.0,-92.0,-1.14,137557,7945.0,8079.2,8036.5,7967.85,7493.52,7371.44,7744.015,56.63096182770965,8174.977279709793,7967.85,7760.722720290208,154.45754318628406,179.18510018687653,-24.72755700059247,110.766893059682
19307,2012-03-07,TX,201203,7854.0,7929.0,7840.0,7895.0,-50.0,-0.63,104775,7892.0,8030.6,8031.3,7976.5,7518.68,7378.48,7738.675,53.256239368191714,8154.194681968836,7976.5,7798.805318031164,134.25737205214864,170.19955455993096,-35.94218250778232,110.42640069827614
19314,2012-03-08,TX,201203,7938.0,8000.0,7883.0,7976.0,84.0,1.06,109999,7976.0,7995.4,8028.5,7980.8,7544.78,7384.17,7734.355,57.5799337874869,8154.019629372631,7980.8,7807.580370627369,123.36256706612039,160.83215706116886,-37.469589995048466,110.89594350554214
19324,2012-03-09,TX,201203,7990.0,8030.0,7942.0,8005.0,29.0,0.36,107445,8003.0,7972.4,8032.7,7984.9,7565.68,7390.34,7730.295,59.0407026503955,8156.325669023108,7984.9,7813.474330976891,115.73430028713938,151.81258570636297,-36.07828541922359,109.26051896943197
19331,2012-03-12,TX,201203,7998.0,8008.0,7908.0,7921.0,-82.0,-1.02,91819,7927.0,7948.6,8030.7,7987.65,7585.02,7395.65,7726.21,53.31384798468227,8153.0153833183895,7987.65,7822.28461668161,101.73797389007905,141.7976633431062,-40.05968945302715,108.59905332875826
19339,2012-03-13,TX,201203,7967.0,8065.0,7965.0,8033.0,106.0,1.34,114304,8032.0,7966.0,8022.6,7993.95,7603.54,7402.21,7722.565,59.021345821998786,8156.114700227933,7993.95,7831.7852997720665,98.54725692497323,133.1475820594796,-34.60032513450636,111.12769237670409
19346,2012-03-14,TX,201203,8154.0,8188.0,8132.0,8142.0,110.0,1.37,86162,8140.0,8015.4,8023.0,8007.35,7624.32,7409.1,7719.885,63.67559227284044,8171.926152585886,8007.35,7842.773847414115,103.61951848308217,127.2419693442001,-23.622450861117926,114.26142863551094
19355,2012-03-15,TX,201203,8140.0,8158.0,8090.0,8134.0,-6.0,-0.07,85516,8135.0,8047.0,8021.2,8013.25,7645.24,7417.07,7716.62,63.10905106067107,8186.856307489117,8013.25,7839.643692510883,105.77448672965602,122.94847282129129,-17.17398609163527,110.95704087583158
19363,2012-03-16,TX,201203,8130.0,8143.0,8058.0,8064.0,-71.0,-0.87,85853,8068.0,8058.8,8015.6,8021.15,7665.48,7424.34,7713.03,58.227276419450114,8188.79280479652,8021.15,7853.50719520348,100.67339932478262,118.49345812198956,-17.82005879720694,109.1029665275579
19373,2012-03-19,TX,201203,8113.0,8116.0,7972.0,8053.0,-15.0,-0.19,130033,8050.0,8085.2,8016.9,8027.2,7685.08,7432.74,7709.195,57.474885542832986,8190.206257548664,8027.2,7864.193742451335,94.65205279019665,113.72517705563098,-19.07312426543433,111.59561177558946
19383,2012-03-20,TX,201203,8077.0,8078.0,7952.0,7984.0,-66.0,-0.82,107278,7984.0,8075.4,8020.7,8028.6,7703.96,7440.0,7704.01,52.860739193731085,8189.604844647522,8028.6,7867.595155352478,83.35154421990774,107.65045048848633,-24.29890626857859,112.62449664876165
19393,2012-03-21,TX,201204,7954.0,8015.0,7953.0,7973.0,-11.0,-0.14,65538,7973.0,8041.6,8028.5,8029.9,7724.44,7444.79,7698.415,52.142068747590784,8188.652511791291,8029.9,7871.147488208709,72.67050138882678,100.65446066855442,-27.983959279727642,109.00846117385011
19401,2012-03-22,TX,201204,8009.0,8095.0,7986.0,8084.0,111.0,1.39,105507,8081.0,8031.6,8039.3,8033.9,7745.14,7450.93,7693.7,58.30262893961091,8193.867371673201,8033.9,7873.932628326798,72.32870998112685,94.98931053106891,-22.66060054994206,109.93642823286082
19409,2012-03-23,TX,201204,8101.0,8101.0,8051.0,8080.0,-1.0,-0.01,69157,8080.0,8034.8,8046.8,8039.75,7765.28,7456.26,7688.75,58.01281988127087,8197.459701667316,8039.75,7882.040298332683,70.9175775679023,90.17496393843558,-19.257386370533283,105.65525478765649
19416,2012-03-26,TX,201204,8081.0,8096.0,7938.0,7958.0,-122.0,-1.51,120901,7959.0,8015.8,8050.5,8040.6,7782.06,7459.94,7683.065,49.87043710063805,8196.342608171177,8040.6,7884.857391828824,59.27161824052746,83.99429479885396,-24.722676558326498,109.39416515996675
19426,2012-03-27,TX,201204,8000.0,8022.0,7973.0,8010.0,51.0,0.64,82263,8012.0,8021.0,8048.2,8035.4,7800.56,7463.76,7677.96,52.90456935839439,8187.903639300885,8035.4,7882.896360699115,53.619979243405396,77.91943168776424,-24.29945244435885,106.15172479139768
19433,2012-03-28,TX,201204,8015.0,8079.0,7996.0,8030.0,18.0,0.22,92823,8028.0,8032.4,8037.0,8030.0,7820.06,7468.45,7672.955,54.05636977998864,8175.055851312479,8030.0,7884.944148687521,50.176444653142426,72.37083428083989,-22.19438962769746,104.4980301634407
19439,2012-03-29,TX,201204,7998.0,8006.0,7820.0,7845.0,-183.0,-2.28,137007,7849.0,7984.6,8008.1,8014.65,7833.52,7470.53,7668.035,43.46671707900723,8169.462499495442,8014.65,7859.837500504557,32.14887259919669,64.32644194451125,-32.17756934531455,112.03388515176637
19448,2012-03-30,TX,201204,7810.0,7907.0,7786.0,7883.0,34.0,0.43,107110,7886.0,7945.2,7990.0,8002.8,7847.6,7473.27,7663.73,45.81479296807886,8159.809044325395,8002.8,7845.790955674605,20.689676572895223,55.59908887018804,-34.90941229729282,112.6743219266402
19454,2012-04-02,TX,201204,7888.0,7904.0,7835.0,7866.0,-20.0,-0.25,83322,7865.0,7926.8,7971.3,7994.1,7861.22,7477.48,7658.83,44.916001342197085,8160.878775628065,7994.1,7827.321224371935,10.119768842056146,46.50322486456166,-36.38345602250551,109.55472750330875
19462,2012-04-03,TX,201204,7889.0,7919.0,7736.0,7780.0,-85.0,-1.08,138985,7778.0,7880.8,7950.9,7985.8,7873.52,7478.98,7654.59,40.579006440848396,8176.180251076591,7985.8,7795.419748923409,-5.137221760077409,36.17513553963384,-41.31235729971125,114.80081839592955
19471,2012-04-05,TX,201204,7651.0,7663.0,7523.0,7618.0,-160.0,-2.06,138350,7619.0,7798.4,7915.4,7971.95,7884.02,7478.81,7650.215,33.93235282878879,8218.696408281907,7971.95,7725.203591718093,-29.955237510921506,22.949060929522773,-52.90429844044428,124.9579027962203
19479,2012-04-06,TX,201204,7640.0,7688.0,7613.0,7673.0,54.0,0.71,92586,7672.0,7764.0,7874.3,7956.8,7892.94,7479.64,7646.275,37.665397522214114,8235.792186270486,7956.8,7677.807813729514,-44.67071723011941,9.425105297594335,-54.09582252771374,121.38948116791885
19488,2012-04-09,TX,201204,7572.0,7633.0,7503.0,7577.0,-95.0,-1.24,107628,7577.0,7702.8,7824.0,7935.4,7900.48,7479.27,7642.155,34.04903181097175,8258.49404203733,7935.4,7612.305957962669,-63.34899088783823,-5.129713939492179,-58.21927694834605,124.86166108449606
19495,2012-04-10,TX,201204,7633.0,7683.0,7579.0,7609.0,32.0,0.42,111434,7610.0,7651.4,7789.1,7919.8,7904.86,7482.18,7637.875,36.24637601623631,8272.903724137796,7919.8,7566.696275862206,-74.7083336010046,-19.04543787179466,-55.662895729209936,123.51439957846063
19500,2012-04-11,TX,201204,7511.0,7650.0,7507.0,7641.0,31.0,0.41,114869,7638.0,7623.6,7752.2,7900.2,7908.34,7485.03,7633.875,38.454669096675374,8269.156149155988,7900.2,7531.243850844012,-80.20401995917109,-31.277154289269948,-48.92686566990115,124.90622817999916
19507,2012-04-12,TX,201204,7610.0,7648.0,7568.0,7636.0,-2.0,-0.03,111410,7634.0,7627.2,7712.8,7874.9,7910.62,7485.98,7630.08,38.23183497809407,8243.458217924925,7874.9,7506.341782075075,-83.99461160777264,-41.82064575297049,-42.17396585480215,121.69864045285637
19516,2012-04-13,TX,201204,7701.0,7766.0,7685.0,7756.0,122.0,1.6,114567,7755.0,7643.8,7703.9,7856.0,7912.9,7488.53,7626.805,46.27786740003697,8207.862473134019,7856.0,7504.137526865981,-76.43459524576247,-48.743435651528884,-27.691159594233582,122.29159470622378
19523,2012-04-16,TX,201204,7700.0,7734.0,7681.0,7712.0,-43.0,-0.55,71070,7712.0,7670.8,7686.8,7838.4,7914.3,7492.15,7623.68,44.01393532123782,8182.002328280866,7838.4,7494.797671719133,-73.15042749494751,-53.62483402021261,-19.525593474734897,118.91362365577922
19533,2012-04-17,TX,201204,7708.0,7739.0,7585.0,7592.0,-120.0,-1.56,128889,7597.0,7667.4,7659.4,7815.35,7911.44,7494.03,7620.1,38.484406766012,8160.124288484513,7815.35,7470.5757115154875,-79.31638806060619,-58.763144828291324,-20.553243232314863,121.41979339465213
19545,2012-04-18,TX,201205,7658.0,7676.0,7581.0,7596.0,15.0,0.2,60992,7597.0,7658.4,7641.0,7795.95,7909.66,7497.47,7615.725,38.76058684733957,8144.228896862884,7795.95,7447.671103137116,-82.9242900643485,-63.59537387550276,-19.32891618884574,119.53266529503412
19554,2012-04-19,TX,201205,7591.0,7626.0,7510.0,7614.0,17.0,0.22,112215,7613.0,7654.0,7640.6,7778.0,7907.5,7503.11,7611.28,40.06461695626919,8124.931117082322,7778.0,7431.068882917678,-83.37009032295828,-67.55031716499386,-15.81977315796442,119.28033205967454
19564,2012-04-20,TX,201205,7581.0,7599.0,7489.0,7515.0,-98.0,-1.29,109626,7515.0,7605.8,7624.8,7749.55,7900.0,7508.03,7606.025,35.57738981484266,8084.557746179096,7749.55,7414.542253820904,-90.66671342787504,-72.1735964175701,-18.493117010304942,119.68887976969778
19570,2012-04-23,TX,201205,7499.0,7510.0,7416.0,7479.0,-36.0,-0.48,109398,7478.0,7559.2,7615.0,7719.5,7891.12,7514.64,7600.405,34.08252865836904,8037.9622426599235,7719.5,7401.0377573400765,-98.22199690405887,-77.38327651486784,-20.838720389191025,118.2111026432908
19577,2012-04-24,TX,201205,7451.0,7534.0,7434.0,7488.0,10.0,0.13,130651,7488.0,7538.4,7602.9,7696.0,7883.56,7521.2,7594.705,34.8198668174426,8009.928654314938,7696.0,7382.071345685062,-102.30409083093764,-82.3674393780818,-19.93665145285584,116.91030959734145
19585,2012-04-25,TX,201205,7544.0,7573.0,7510.0,7539.0,51.0,0.68,90160,7539.0,7527.0,7592.7,7672.45,7876.2,7529.02,7588.94,38.98487650514232,7958.008032630874,7672.45,7386.891967369125,-100.26807791517604,-85.94756708550065,-14.320510829675385,114.63100176895992
19591,2012-04-26,TX,201205,7577.0,7585.0,7480.0,7493.0,-46.0,-0.61,116655,7496.0,7502.8,7578.4,7645.6,7868.58,7534.75,7582.955,36.70654646139731,7889.591311320631,7645.6,7401.60868867937,-101.19977061177178,-88.99800779075488,-12.2017628210169,113.94307307117707
19597,2012-04-27,TX,201205,7546.0,7561.0,7435.0,7446.0,-50.0,-0.67,127455,7446.0,7489.0,7547.4,7625.65,7857.18,7539.46,7576.995,34.488745432447416,7866.389921907518,7625.65,7384.910078092481,-104.52574328731771,-92.10355489006744,-12.422188397250267,114.80428213752157
19605,2012-04-30,TX,201205,7444.0,7469.0,7395.0,7464.0,18.0,0.24,84782,7465.0,7486.0,7522.6,7604.7,7848.34,7545.07,7571.32,36.08155761452409,7824.200432801458,7604.7,7385.199567198541,-104.50448833753399,-94.58374157956075,-9.920746757973234,111.88969055627003
19612,2012-05-02,TX,201205,7496.0,7683.0,7491.0,7678.0,213.0,2.85,124081,7675.0,7524.0,7531.2,7595.3,7843.26,7549.75,7567.615,51.25554777360054,7783.039287310866,7595.3,7407.560712689135,-86.22567618784524,-92.91212850121765,6.686452313372413,119.54042694510788
19621,2012-05-03,TX,201205,7676.0,7676.0,7635.0,7657.0,-18.0,-0.23,65044,7657.0,7547.6,7537.3,7589.15,7837.28,7554.77,7563.585,50.00112594225422,7759.541637118734,7589.15,7418.758362881265,-72.59725440460988,-88.8491536818961,16.251899277286213,114.07325359188589
19630,2012-05-04,TX,201205,7615.0,7685.0,7583.0,7662.0,5.0,0.07,104609,7664.0,7581.4,7542.1,7591.35,7831.58,7560.06,7559.485,50.31292981610957,7764.291926668945,7591.35,7418.408073331056,-60.69353643307659,-83.2180302321322,22.524493799055605,113.2108783353226
